Id,Body
1411,Speed of budgeting decisions
1412,Decisions that involve a degree of choice/preference in the eyes of Operators
1414,"Hiring decisions: Although CFA hires good people, and I trust the vetting process, it takes way too long to get the help that we need"
1415,"Decisions that span multiple business areas. I am in DTT and a challenging dynamic I have experienced is that we are partnering with our peering in functional departments and are executing on the work based on their business requirements. However, that functional counterpart owns the Decision on the business requirements but may be slow in making these decisions. This dynamic creates many challenges on the DTT side."
1416,"Chick-fil-A has a hard time saying ""no"" to work that may run counter to priorities. People agree to go separate ways and pursue initiatives on their own which has heavy residual impact."
1418,Focus is a big one. There are a lot of priorities that different departments want which can lead to bottlenecks. Making the BEST decision and providing focus among a large number of good decisions is needed.
1419,Staffing/Career Development Decisions
1428,"While Chick-fil-A is great on deciding on large moves, when it comes to decisions on executing those strategic moves, we do not do that well. We do not give enough time and often the right people are not being consulted. Very often we are having to drop everything because we are being pulled in late or priorities are shifting."
1429,"I sometimes feel like the project selecting decisions could improve. I think it's great that CFA is ambitious and pursue many ""what's next"" types of projects, but that can sometimes take the expense of maintaining any past projects (improving from short term to long term solutions) or having to prioritize one project over another (ex: Oracle Cloud and Puerto Rico projects from this year for FS and DTT teams)."
1431,Faster / more efficient response from CFA identity / access for high priority requests.
1432,"Appearance guidelines - I do not believe the Support Center necessarily needs to align with the Restaurants in general. I think it could be more dress for your day. Additionally, I think restrictions on colored hair and business casual versus casual is a hindrance."
1436,"Considering alternative technologies, novel approaches, approvals, etc. can take too long."
1437,"Messaging and decisions around charitable giving.  We disappointed many of our core customers with decisions that seemed to be driven more by outside special interest groups, profit and expansion considerations than by our Corporate purpose that begins with glorifying God..."
1443,"Lots of meetings.  I understand them, most of the time, and I understand the need for culture.  I do not have a good solution, but there are lots of meetings, and at times, it can feel difficult to remain ahead on work tasks."
1445,What technologies we choose for which purposes
1447,It personally does not bother me but I wonder if the dress code needs to be loosened to 'smart casual'. I know that is becoming extremely important to newer talent so I would not want something like that be what keeps them away from Chick-fil-A.
1450,WAAAAY too many priorities.
1453,"Timeline of decisions at organizational/departmental level. RPMs are important to Operators, but MAJOR changes are announced in Sept, then we are expected to focus totally on presenting to Operators for a month and then immediately be ready for changes to be effective 11/1.  That timing seems unwise.  Either announce changes 11/1 and make them effective 1/1, or announce them 8/1 to go live 9/15ish before RPMs."
1455,"I think we really need to listen to the main issues/concerns of the operators during this current season.  For example, if this season is focusing on team members and talent, we should focus on this and how to address this situation on top of capacity"
1456,"Decisions that are a 'win' for all audiences, i.e., Operator, Inc., Team Member, Guests.  The tension to balance these audiences perfectly in each decision at times can lead to delay and paralysis.  Not every decision can be a perfect 100% for all 4 audiences, and some scenarios require a more heavily weighted direction for a specific audience."
1457,Providing a career path for your team and not always looking to hire a senior level candidate outside the organization.
1459,We need to improve at making timely decisions when it comes to long term restaurant strategies and secure senior leadership approvals.
1462,Ownership / division of labor between departments.
1464,"Hiring decisions. Historically, the length of the process has always been a challenge but resulted in stellar and well-fitting talent being hired. Team members to candidate being considered used to be involved in peer hiring and now are completely excluded from the process. Oftentimes staff are hired without meeting any one actually doing the work of the role--they only meet with leadership who typically are not/have not done the day to day work of the role. This could result in unrealistic expectations of the new hire as they don't get opportunity to discuss the role with someone doing the role, and could result in negative impact to the chemistry of the team."
1465,Resourcing and capacity for staff and Operators
1468,Technology
1471,"We assign work without well thought out planning nor resourcing. Extra funds and priority flagging, does not equate to good work."
1472,Speed to market of new ideas
1473,Speed to delivery to restaurants - take to long to test things
1475,Consistency across restaurant opening strategies.  It is confusing to the customer
1476,"Corporate/Departmental Structure - The decisions take too long and then when they are made, do not appear thought out. It seems that some corporate structure decisions are made based on the good or feelings of an individual rather than the good of the business and daily work. This has a negative affect on morale and causes burnout."
1478,Faster deployment of initiatives to support Operators.
1479,People leader decisions
1480,Correct allocation of headcount across the department.  We need to understand work in one department affects another department.  Projects that are cross departmental need the appropriate level of focus.
1482,Promotion from within based on experience and demonstrated performance and not other factors that are not performance based.
1483,We have room to improve around our process and how we communicate and stick to those paths. We loose a lot of efficiency when we deviate from those established channels and creates a lot of confusion and can create cascading/additional issues if not corrected.
1484,"Decisions on when/how to communicate projects in test (not too early, not too late)"
1485,"Clarify who has the decision.  Chick-fil-A encourages consensus building. That is good, but it sometimes feels that there must be unanimous support before an initiative move forward. Sometime a group may be an input provider but feel they have veto power.  This slows down progress."
1486,"People - Chick-fil-A has done a great job choosing people. People, the character of those people, is the bedrock upon which all else is built. You have to be able to trust those people to make 1,000 decisions every day and you want those decisions to be based on good principles. Truett made the franchise fee so low in order to not loose a quality candidate over their financial strength. I am beginning to fear that our filter for people selection, specifically Support Center staff, is shifting to items like education and other factors that don't necessarily correlate with their character and the way in which they conduct themselves on a day to day basis for the decisions they make for the business. Let's make sure we continue hiring people of character who make good decisions for the right reasons."
1489,As the company grows we need to be comfortable with holding off making quick changes that have a drag on overall productivity.
1490,We need to improve decisions where we are looking for consensus or do not have a clear department or person who is accountable to the decision
1498,"We need to better diversify our portfolio of vendors. We are too dedicated to one source vendors. Companies like Villa lighting, FCC, national sign, Miss America, etc. we are paying too much money and not getting competitive pricing for most of our vendors."
1499,Decisions requiring approval from other departments takes time and prolongs the process.
1501,"At a department or sub-team level: Stop setting goals for the sake of setting goals, then abandon them."
1502,Operator selection process
1504,Proper staffing. Running too lean now but especially for future growth. .
1508,Fighting to keep the culture in areas that move away from our foundation.
1509,"Decisions about technology.  We still lack basic tools to get work done effectively; particularly on the budgeting, committed costs, and cost tracking side."
1514,Headcount - gearing ratios for work - maintain a work/life balance
1515,"Having operations support for RELO projects.  Operators and team members are getting a brand new different restaurant and need help getting it set up just like a new store and operator.  With this program ramping up, we need to find the capacity to support this."
1517,Technology improvement. Speed of decisions for technology that would improve efficiency.
1518,The playground decisions have been horrendous on the new/relocation restaurant side.
1519,Technology
1523,Alignment across departments.  Sometimes it feels like certain departments power ahead with their decisions/direction and expect other departments to fall in line with their vision.  Doesn't always feel like the big rocks across the major departments are always aligned.
1524,We need to move quicker with technology advancements.
1527,speed of service internally as it relates to decisions
1530,I think Chickfila needs to be more agile and quick to make market level decisions instead of waiting for a chain wide decision.
1534,Quick decisions to help operators. I think the feel from the field is we are too slow to make decisions.
1536,Change Management - giving People Leaders more freedom to discuss decisions with direct reports.
1539,"Understanding that while moving faster might be a necessity, it does impact other things and can potentially have a negative impact on employees and operators.  The is key is finding the balance between moving fast and being efficient, intentional, thorough, and thinking things through."
1542,How quickly the business can actually make changes if they want to be successful (changes being too quick)
1546,Operator Selection.  It still needs to be pushed down to the people on the ground that know the Operator(i.e. FOL).  More time could be spent training the FOLs how to do that by the people making the decisions today.   Operators feel like the people making those decisions are not close to the work.
1547,Those that create tension both with operators and staff.
1549,CFA needs to make hiring decisions quicker.   When there is a need it should not take 9 months to just get someone hired.
1552,"Diversity, more black and brown people for representation at all levels of leadership."
1553,Increasing efficiency and speed of decision making at the Department/Sub Team level (removing layers of approval)
1555,Ensuring staff at all levels are well equipped for change before the change is announced and immediately implemented.  Knowing what the plan is ahead of time would allow us to create cascading communication and preparation as it relates to our specific work.
1556,Length of time it can take to engage other teams / departments to support our work.  Sometimes it's a budget or resource issue.
1557,Making strategic decisions that involve significant increases in workload quickly without adding the headcount to address the additional workload at the same speed as the budget is added.
1561,Spreading staff so thin in work that strategic priorities cannot be executed.
1562,"When there are folks are incapable of performing the requirements of their role or are not in the right seat on the bus, it is seemingly very hard to change that situation. I love that we care so deeply and we treat every single person with such high honor. However, at times, doing nothing in these situations can be to the detriment of the team, work, and can have a negative impact on the team's ability to serve Operators"
1563,"Caution in advancing leadership for the sake of ""diversity"" without consideration to experience, including culture experience."
1566,We need better decisions in how to address capacity issues in our stores.
1567,"Speed of improvement of systems and processes that are not ""shiny"" (restaurant production systems, restaurant IT systems, etc)."
1569,"Streamlining of technology - not more platforms but focus on connectivity of the right data to be considered, pushed/pulled amongst necessary platforms and readily available in context to inform wise decisions"
1571,"The leveling system for promotion is related to the job, not the person.  It is difficult to promote if you are moved into newly developed positions often."
1572,"People Leaders-Those that were ""grand-fathered"" in prior to TMS, might need more training or evaluation for the ""professional"" track. Crucial/uncomfortable conversations are often not had."
1577,Talent - the process for individual growth seems to drag and has the reputation of holding up promotions and lateral moves
1586,Those involving cross-functional leadership.
1587,Any decision that needs to happen quickly.
1590,"1) CFA definitely needs to improve their hiring practices.  There's a mold management seems to look for: married, children, certain college, certain church, etc.  Just because someone may not fit that mold doesn't mean they can't do the job well.   Who's to say that someone who is single or a single parent couldn't do a job just as well?  If they don't fit the ""mold"", they will most likely never get the opportunity to prove they can do the job."
1592,Deciding on common technology platforms that can integrate across the business and fulfill needs of different departments
1596,"staff-facing technology resources choices, planning, & support.  It is to be expected that any new software and/or process roll-out will not go smoothly.  95% of them have significant breaks and problems that take a long time (or never) to get addressed enough to bring the tool into actual, reliable functionality, resulting in significant loss of performance."
1597,"Technology!!!!!  Too much, too fast and right when you get familiar with a platform it suddenly changes to the ""next best thing"".  Lots of times it hasn't been well thought out because the end users were not included in the decision. On multiple occasopms. this has caused confusion and forces the decision makers to back track and fix what they forgot to ask the end user."
1606,Career paths for all. This can still be extremely vague.
1607,"Technology - l've been in a lot of discovery sessions over the years and they often lead to nowhere. I've seen improvement here over the last year or two, but be careful not to research without implementing change as an outcome."
1608,The business is changing quickly and sometimes I don't feel like we get the resources to keep up.
1610,The speed in which the company makes decisions; it seems like the company prefers to test and test and think and think before implementing anything.
1611,Talent-whose being hired and promotion structure
1614,Collaboration across departments needs to improve. There is a lot of siloed work in this organization resulting in lack of awareness for staff which in turn can provide more ambiguity for the Operator.
1615,"Adequate resources. I can only speak for our group but the volume of work has tripled over the past ~3years. However, the growth of the team has not been maintained at the same level as the amount of work. Not only has the volume of work grown but so to has the complexity of the work. In order to be successful we also need to make the right decision around how resources are brought on board or re-assigned."
1617,"Decisions about what is best for the customer. We focus so much on the Operator that I feel like the customer takes a backseat many times, and that feels like a slippery slope."
1618,DEI and culture decisions
1619,"While our Risk Management function has grown in recent years, it still feels like there are significant risks we largely ignore because they require infrastructure and funding that isn't necessarily growth-oriented. We continue to have a need to infuse risk assessment into decision-making at Chick-fil-A, where decisions and looks ahead tend to be very optimistic."
1620,Focus on/prioritize Staff resources
1623,Flexible resource/funding request fulfillment (i.e. When Staff are asked to do the jobs of multiple headcount and there is an opportunity to allocate additional budget or consulting support to help alleviate stress and work more effectively -- this process is painful and feels unequal across departments and sub-teams.)
1624,"as we become more cross-functional, Staff below the director level need more autonomy to make decisions quickly."
1626,headcount
1628,"Too many initiatives that negatively impact Operators' capacity (and by extension, Staff's capacity)."
1630,Headcount and people leader decisions.
1631,"Prioritization of initiatives. We have our strategic bets, which is a great barometer for where everyone should focus their efforts; however, many times there are tests or work going on that pull on resources and make operations more challenging for Operators. Is there a way to list out all projects across the enterprise and determine which need to stop?"
1632,Investing in modern technology and processes. E.g. we are still have BlueJeans...
1633,New staffing process (very lengthy)
1635,There is a fair amount of misunderstanding amongst the broader team on how we arrive at role leveling decisions and internal promotion processes/considerations.  We can improve in this domain by being a bit more transparent.
1643,"Ownership of specific processes that combine multiple business facets.   (For instance the feedback loop between Customer Service, Receiving and the Supplier management team - This has a direct correlation to our financial bottom line)"
1649,#NAME?
1652,"Internal versus external (consultant) support for projects. The continued high level involvement of support from consultants enables some speed, but creates lots of hurdles, duplication of efforts, and communication challenges."
1653,Continue to improve on structure of the business with continued growth
1657,Identifying career paths - Helping employees to understand their role and evolution in the company.  Looking for talent from within.
1659,"Chick-fil-A Supply could improve on having more culture driven conversations or events. Though there is time for this in quarterly meetings, there could be more time (on a bi-weekly, or monthly basis) at a team level dedicated to talking about culture, talking about what's working well / what may need some improvement!"
1662,Prioritization of work.
1664,"Sticking with a strategy. It's fine to change course, but realizing that it will take teams some time to adapt their research and analysis to this new course of action. I think decisions/strategy are changed, and we're expected to respond very quickly, sometimes to the detriment of the company."
1669,Promotions
1673,"Aligning the priorities within the ""Make"" and ""Deliver"" value chain."
1675,Develop programs and training resources to foster growth and development across the staff
1676,"Hard boundaries/Compromise. We have to be clear if we want to establish clear boundaries of saying no to a process or procedure vs compromising to foster our partnered relationships. In addition, the proper discernment on which choice is most appropriate. We do not always align in this decision making process. Example: Freezer rotation."
1687,Great at looking out for CFA in the future but sometimes at the cost of what we need to do now for Operators
1688,"Decisions that should occur in the department leading the work.  Sometimes, decisions are brought to Officers & Executive Committee that would have been more effectively decided by the experts of the work."
1691,CFA could improve by minimizing how many people are involved with making low-level department decisions
1693,Hiring for ANY position. This includes the initial process of actually posting the position on either the internal or external portal. A leadership position was needed for our department and we knew the position was needed for over 1 year and the position has been approved since January of this year and yet it was only posted 2 weeks ago (the end of October). Just one of many examples of stalls in the hiring process that occur before we ever actually start to interview anyone. This is a huge burden not just on the poor person who has to take on double the work because they are waiting for another leader but for the multiple teams they are trying to juggle while waiting.
1696,I think technology enhancements need better communication to the restaurant level and how to effectively implement those resources.
1697,Advancement opportunities for staff that consistently met expectations yearly
1702,"I believe more initiative could be taken in my department (HELP). As a company, we have many opportunities for development that will not apply to us. As Analyst 1's and 2's, our time is spent mostly answering phones. The little development time that we are awarded is not recognized by other departments. Example: many of us (including myself) have applied for other roles / gig assignments; we are constantly beat out by others who have ""more experience"". I was able to get the certification I needed for my prospective position, but the certification is not worth nearly as much as the experience."
1706,"When there are improvements to be made, test faster and fail fast if needed"
1711,continued business growth
1715,Chick-fil-A could improve upon decisions regarding feeling of unity with other departments. HELP and other departments feel like extensions at times and do not feel fully included as staff.
1720,Employee diversity
1726,"Budget and headcount decisions during the annual planning process.  Decisions seem to be crammed into a few key months after several months of discussions across the business.  The decisions have significant financial and operational impacts, but departments don't allow enough time for their leaders to effectively evaluate the ROIs."
1727,"Clearly defining what success looks like in a decision, determining when is ""enough is good enough"" and identifying how much effort must be put forth before admitting the decision was not the best course of action and explore an alternative solutions."
1728,"Another opportunity area is being able to balance legacy decisions with the potential changes that are needed for continued growth and future results. On several occasions, I have witnessed a decision defaulting to the status quo because that's the way it has always been done. Keep in mind that, ""what got us here, won't get us there."""
1736,Sometimes too much latitude is given to teams or individuals who are supposed to execute decisions and this leads to unnecessary delays - leadership should share all information and context to empower their reports to make decisions and execute.
1740,Chick-fil-A leadership needs to improve on assisting staff with ensuring they are properly prepared for their role.
1742,"Decisions with rollouts and changes are not always carefully considered with regards to how it will affect our Restaurants. There have been many poor or failed rollouts this year that had to be paused, or rolled back entirely.  I work at HELP, so I feel this pain vicariously through our Restaurants."
1744,"Chick-fil-A needs to continually find ways to better automate our restaurants, to help our people meet labor challenges."
1753,Quick communication between department
1757,"Decisions of taking care of team members at restaurants. They are the Operators employees, but the corporation needs to implement guardrails to ensure they're taken care of. Especially in the current environment for workers."
1761,"We need to improve our entrepreneurial mindset. I think we are going to run into more issues in the future if more staff and Operators are stuck in the ""we've always done this and it's worked"" mindset and they are not prepared for the challenges of building new areas of the business from scratch."
1762,Decisions around technology on campus to better grow the hybrid work environment.
1764,How to align cross-functional teams in multiple departments to the same business initiatives.
1766,Staff increase / head count for teams.  Coming into a team where the workload is clearly way more than the team count is able to handle without sacrificing quality of service to operators/team members shows how much more head count is needed.
1770,"Rollouts to Restaurants. Decisions such as how much are we rolling out, when to rollout out"
1771,"Align departments with support teams (network teams all under DTT, cares with the customer service department, and support calibration of different department to learn and celebrate its difference"
1777,Accountability around words and actions that promote or deter growth in DEI - especially in leadership.
1779,"I wish that our Talent Acquisition would be more considerate in the way they reject external candidates. I have a few friends who have a really bad taste in their mouths after their experience applying or interviewing with our talent team. Some of them completely never heard back at all and didn't know if they should be waiting for a response. I understand that we have quite the multitude of applicants, but I believe in order to be the most caring company in the world, we need to care about everyone's experience with us, even those who might not be the best fit at the time. We could miss out on great talent who will never apply again or share their negative experience with their friends. I have to believe we could at least send a considerate canned email to those we are rejecting."
1782,"Hiring the best candidates based on qualifications such as character, chemistry and competency rather than a person's color or gender."
1785,"How to more effectively collaborate as we grow quickly to reduce/eliminate duplication of work. For example, several departments and teams are working on digital tools to assist Team Members with daily execution in the restaurant. Efficiency could be gained if like projects were somehow brought together for more collaboration."
1787,"Level of approvals built within departments, and then built out over and across department lines (Officers, EC, Board)."
1788,"Occasionally allowing non-CFA restaurants to be able to cater in. 1x a year, maybe?"
1789,How to enforce better food safety practices at restaurants
1793,"More tactical aspects of strategic plans. We get big goals from leadership, but the details often seem murky and need more direction."
1797,Sometimes decisions that affect the Restaurant are not always fully vetted and we often react to a problem in a way that just creates more problems in the future. We need to be more agile to meet the needs of Operators and the Restaurant while also aligning those solutions with big picture strategy.
1799,Chick-fil-A can improve decision making processes related to Operator-cited  critical issues. Is there a way to respond to true Operator crises faster?
1801,People decisions could improve.  This is true for how we develop people and for how we align people for meaningful work.  What % of our people believe they have a clear vision for how they can grow and contribute at a greater level in the next five years?  What % of staff are in roles where they have the greatest passion?
1802,"The amount of information which is rolled out to Operators, and some times staff, which is great but can create information overload."
1807,Implementing a process or system for keeping ALL Support Center staff more closely connected to the realities of the restaurant business.  Something like a required in restaurant week for all staff would help this effort.
1810,pay inequities for same job in different departments
1821,Restaurant site - some lots are built to fail. We depend on the strenght of the Operator to make up for a poor site selection
1824,In the Non-Traditional environments we need to be more open to what is relevant versus only viewing decisions through the lens of an Operator business.
1826,"While it is absolutely critical that we ensure Operators have proper follow up, we have tried a one size fits all with the ServiceNow platform. Each department has different needs and service levels."
1827,"Sometimes I think we make the wrong decisions on mid-level leadership.  It feels like it's often more about right place, right time or right diversity vs. always the right person."
1828,True Operator and staff relationship
1830,"When to stop work altogether - there are many examples where someone keeps doing a slice of work that was not funded but Operators ask about it. Would love to see the answer that is accepted be ""we are not working on that because..."""
1831,Accelerate restaurant reinvestment and custom project solutions top increase capacity to help meet customer demand.
1832,"I'm not sure if this is a decision opportunity or a communication of the reasons for a decision that was made. With that said, I sometimes don't understand some of the people decisions that are made. For example, I sometimes wonder why some people are put in mid-level leadership positions as it doesn't alway seem like a fit or feels like a surprise. Also, there is very little to no communication around why an agreement with an Operator may be terminated. It comes across as if it was for negative reasons even if they may have just retired but you never know for sure."
1837,"Lower level decision making. Most everything ultimately needs EC approval.   Even decisions that are ""made"" at senior leadership levels can end up being reversed by the EC"
1846,"Give more decision making power to the field. Allow regions to determine the breadth and scope of work for Operators with facilities, equipment and reinvestment. The longer we treat Operators as numbers, data and restaurant numbers the more distance we get between Operators and Inc. Not one Operator runs their business like another. We are in business with unique individuals. We need to do the hard work of evaluating situations and then deciding where they rank in priority. The field has major capacity to do this. Priority of resources gets set either way we just need to be more effective with it."
1849,"Talent decisions are too political.  Not based on quality of work, but on who's been slated to move up the ladder."
1854,We tend to gather insight from a small segment of Operators who may not reflect the realties of the broader audience.  Executives in our company do this often with the reliance on older relationships versus intentional to hear from a broader audience of Operators and internal stakeholders.
1855,"Benefits  Technology - The phone benefit doesn't feel like much of a benefit anymore. Someone decided we have to pay a large chunk of money for our phones (which is fine) but when we upgrade we aren't allowed to keep our current phone. It's really hard to justify an upgrade anymore. The Daycare was HUGE for my family. Now it doesn't really make sense to utilize the facility since I'm not working onsite very much. Instead I'm paying a small fortune for a local daycare. I really appreciated the family care credit, and my budget has taken a big hit since it went away.  Please don't hear me say I'm not grateful. I'm forever thankful for CFA and the Cathy family."
1857,How internal candidate job interviews (movement around the organization) are handled.
1861,"In the tension of brand consistency versus individualism, we built this brand on trusting Operators.  They were Truett?s friends.  For life.  We have to trust they?ll tell us what they need or don?t need to best serve their communities.  Be it playgrounds, or dining rooms, or innovative solutions, they know what they need but need us to support them quicker."
1864,"Erosion of culture -- ""Flexible Workplace"" will on continue to damage culture"
1866,"In Operations, we've moved towards Operator Support NOW and it feels as if we're testing our way into what is right. That is totally understandable, but when we talk about strategies & tactics within our AST it's difficult to do many of the things we talk about without financial resources at the AST level."
1867,Speed of Budget Allocations. Budget needs to live in Operations for Work and have visibility to ASTs or Ops Teams.
1872,"Decisions are relatively easy.  It's ""buy-in"" that takes work.  Creating Operator buy-in (e.g., acceptance of the decisions) sometimes requires a less efficient decision-making process. It might even require settling for the 2nd best idea.  Too many folks prefer the less messy approach and would rather INFORM the Operator than LISTEN to the Operator."
1882,"Promotions.  All of our leaders used to have so much history with CFA that the culture was protected and lived out. Now, many of our leaders are hired in and are newer to CFA and don?t bring the same commitment to our culture. We are also promoting workaholics who do not set a good example regarding maintaining a healthy holistic life balance. No wonder ?personal health? is such a big area of opportunity right now."
1885,Staff wide decisions that impact Field facing staff differently from office based staff. Recognizing the difference specifically related to travel/Covid/requirements that make being in the field more challenging. We are a restaurant company that needs people in the field. If we make this organization 'corporate' then we will lose the people that really can support & represent operators.
1889,Internal selection process - it?s the most dishonoring thing that has every happened to me in my entire career.
1890,Area Support Teams - who does what... decision making is still not clear as a whole in terms of how these teams can impact the business
1894,Being nimble in the current year for the current year to serve Operators
1896,"We take too long to help Operators, especially around the menu and reducing complexity in the business."
1900,Decisions regarding communications to Operators. it's not what was said but how it is said. Obviously during times of high stress this is wildly more important.
1901,How they evaluate leaders.  To my knowledge there are no 360 evaluations.  Leaders evaluate staff or those that report to them.  Some people are great at leading up and laterally but have blind spots when leading those that report to them.  Why has Chick-fil-A been slow to move forward with 360 degree evaluations?  Seems an obvious way to protect our culture especially as we grow faster and bigger.
1906,"Decisions need to be pushed closer to the work and feel less parental in management .  We have many staff that are in people leader positions that have hardly any say so in who we hire, who we promote and move forward.  Also, we preach to Operators about empowerment of team members and many times, people leaders from the director level  down here do not feel empowered to make decisions."
1908,Promotions.
1918,Candidate discussions by interviewers need improvement.  Inappropriate conversations are had that do not relate to the role.
1922,evaluation of work or people leadership
1927,Communication decisions. Communicate quickly and consistently regarding external factors facing the company.
1929,"In the area of New Restaurant Growth, we oftentimes push opening Restaurants to ""meet plan,"" while not considering the adverse effects on customers and our own staff in order to make it happen. We need to understand better how our jobs are intertwined and the stress one department's goals can cause other areas of the business."
1931,"Termination decisions regarding Operators.  Some Operators are completely disengaged from their business and it's clear in their restaurants.  Sometimes, Ops Leads are now informed or equipped to identify and address these issues.  It's demoralizing to other Operators and to staff who have to clean up the mess."
1937,Communication channels
1938,Operator decisions - Not many but some are very clear poor decisions (specifically for existing Operators either relocating or being selected for Multi-Unit)
1944,Pushing decisions and budgets to regional teams to respond quicker to operational needs in restaurants
1945,"Again, change is great, but there are too many technology changes happening at the same time - almost every month.  That can take way too much time out of our lives - learning how to do new expenses, new invoices, and training Leaders and Teams on those changes."
1947,"Decisions are often held up at the highest level and often changed from leadership even if they approve something early, they often come in and change their decision later in the timeline not always for changing business needs but they have changed their opinion. The type of decisions leadership gets in on many times is too granular.  Most of the the time the leader isn't the SME and trumps the decision of the SME and they should be trusting their people. Leadership should be pressure testing and challenging but at CFA leaders make most of the decisions.  When people are assigned as the owning the decision, they often are just waiting for someone to come in a change it - it is almost expected for something to change than not to change. It feels like no one owns decisions unless they are officers or above. And Officers are often 4/5 layers away from the work that they are making decisions on.  They might have done that work 10 years ago but there are people doing that work now, that we hired to do that work, let them do the work and leadership should want to make their work better, not harder. I don't often think that is the frame our leaders are using."
1948,"Some of the individuals that have received leadership opportunities on the staff side over the past few years have been very surprising. The ones I am thinking of have nothing to do with my work/department, but some of the moves I have seen have been very surprising to me based on my past interactions and work with some people, and I have heard more about this from other people over the past few years than I ever heard in my entire time at Chick-fil-A. My concern is two-fold: 1) that some of the people leading other people and/or work are not the best people for the job, which could result in outcomes that are not as good as what could be, and 2) that some high-performing staff members will become discouraged/disgruntled/disillusioned over time and lose focus or reduce their efforts."
1949,"2. Change is inevitable, but we have to be cautious about diluting our corporate culture. The forces outside of Chick-fil-A cannot be ignored, but we might have gone too far to highlight our individual differences versus our similarities. The Corporate Purpose is and should be as strong today as the day it was created."
1952,Not clear roles and responsibilities
1953,Decision Making - We are still navigating what decisions can be made in departments and which ones need to be pushed up to leadership.  Decision making process are incredibly confusing and are so much based on influence at times as opposed to principled business decisions.
1955,"With limited resources, I think there are decisions that lead others to question what the focus and priority of the larger business is today and into the future. It feels like a decision is made in a siloed discussion without a full understanding of the ramifications. One example right now is the strategic bet to accelerate growth. I understand that decision and in many ways support it, but the strain it will create on the systems, people, and processes necessary to execute this growth at the restaurant level have never been more strained than they are currently. How can we accelerate growth well given those present day constraints?"
1956,Chick-fil-A needs to improve on having a global mindset - both with communication and decision-making.
1962,Communication amoung various departments.
1968,people decisions--talent acquisition is broken and beyond repair and I have no confidence that hiring managers get to see the best candidates; there is no accountability for people who fail to do their job and it's getting worse
1969,Technology - too many people get involved or fear their voice has not been heard. We should let the experts make the call after getting the input they need. We could benefit from a RACI or RAPID to ensure all appropriate voices are heard.
1973,"One whole class of decision making that feels greatly lacking is how we think about whose problem it is to solve. We take even the most strategic, organization-wide opportunities, and then functionally assign ownership to one group. We take a problem like Market Ecosystem that is fundamentally an organization-wide opportunity, give it to someone with a great breadth of relationships and experience across many departments, then put ownership all in RD. When the resulting product focuses largely on new store growth and reinvestment, we shouldn't be surprised. Making up for non-enterprise wide work structure by expecting people to relationally overcome that is not setting people up for success, nor the best way to approach ensuring enterprise-wide aligned strategies."
1974,"Shift from operational focus to full lifecycle.  For example, problems are solved operationally, but impact and considerations such as data are after thoughts."
1980,Who and how to hire. There is so much unfilled headcount standing in the way of us realizing our priorities.
1985,More options for non-people leader progression.
1989,"As I'm new, much of my time spent is in Degreed and Learning Pathways. These are very valuable and offer much insight. I've also been asking many seasoned staff about what I should focus on during my first year and many have said to not worry about tools and technology so much and offered advice to get to know people and build relationships, even ones outside of my department. I've been doing that, spending time in both Degreed and meeting with people, which I've been thoroughly enjoying. However, I've heard from many people who say that after about a year, they don't have any time for things like that. I wonder if there's a way to encourage and promote people to carve out margin in their schedules so that they don't lose the ability for things like this once people get overwhelmed with the work."
1996,"Who works on what, both from a project level perspective but also among departments. Role clarity."
1997,We are growing too fast and at times it feels uncontrollably. This is putting a lot of stress in the workforce and families.
1998,Decisions where there is clear dissent - we need to get better at making the decision and moving on rather than dwelling on those that may not agree.
1999,Planning for international growth
2007,"Having worked outside of Chick-fil-A for many years, I believe an area that can be improved upon here is with expectation setting and accountability.  There is a growing perceptions and sense of entitlement being observed within the Operator community that is leading to concerning expectations on how the Support Center is expected to support them.  Further, when Operators cross lines where they treat Staff with a lack of honor, dignity and respect they are not held accountable. On the flip side, when there is a perceived deficiency in the level of service from the Support Center to Operators (example: answering phones/returning call), the issue is not addressed at the root cause.  Instead, a broad brush is used to suggest all Staff is a fault and that we should all strive to do better.  My encouragement to our leadership is to not have fear in setting appropriate and clear expectations then being fair and reasonable, yet judicious, in holding people accountable to those expectations."
2012,Drawing the line between helping Operators and enabling bad behaviors (Operators using the excuse that they do not need to do X because they are a CFA Operator and above said task)
2013,"Operator Selection - There seems to be an overwhelming amount of entitlement in many of the Operators we select currently, especially the young ones. Some of the stories floating around and witnessed of how Operators treat/view staff are appalling. But this message never gets told. Instead, its always about what Staff need to do better. The majority of Staff I know work their fingers raw for this brand and every year we hear the same thing - you need to do better. It's disheartening that nobody leans into the other side of this equation"
