,Id,Body,Clean_Body,tags
652,1429,"While Chick-fil-A is great on deciding on large moves, when it comes to decisions on executing those strategic moves, we do not do that well. We do not give enough time and often the right people are not being consulted. Very often we are having to drop everything because we are being pulled in late or priorities are shifting.",while chick fil a is great on deciding on large moves when it comes to decisions on executing those strategic moves we do not do that well we do not give enough time and often the right people are not being consulted very often we are having to drop everything because we are being pulled in late or priorities are shifting,[4]
653,1430,"I sometimes feel like the project selecting decisions could improve. I think it's great that CFA is ambitious and pursue many ""what's next"" types of projects, but that can sometimes take the expense of maintaining any past projects (improving from short term to long term solutions) or having to prioritize one project over another (ex: Oracle Cloud and Puerto Rico projects from this year for FS and DTT teams).",i sometimes feel like the project selecting decisions could improve i think it s great that cfa is ambitious and pursue many what s next types of projects but that can sometimes take the expense of maintaining any past projects improving from short term to long term solutions or having to prioritize one project over another ex oracle cloud and puerto rico projects from this year for fs and dtt teams,[4]
654,1432,Faster / more efficient response from CFA identity / access for high priority requests.,faster more efficient response from cfa identity access for high priority requests,[13  4]
655,1433,"Appearance guidelines - I do not believe the Support Center necessarily needs to align with the Restaurants in general. I think it could be more dress for your day. Additionally, I think restrictions on colored hair and business casual versus casual is a hindrance.",appearance guidelines i do not believe the support center necessarily needs to align with the restaurants in general i think it could be more dress for your day additionally i think restrictions on colored hair and business casual versus casual is a hindrance,[53]
656,1437,"Considering alternative technologies, novel approaches, approvals, etc. can take too long.",considering alternative technologies novel approaches approvals etc can take too long,[6]
657,1438,"Messaging and decisions around charitable giving.  We disappointed many of our core customers with decisions that seemed to be driven more by outside special interest groups, profit and expansion considerations than by our Corporate purpose that begins with glorifying God...",messaging and decisions around charitable giving we disappointed many of our core customers with decisions that seemed to be driven more by outside special interest groups profit and expansion considerations than by our corporate purpose that begins with glorifying god,[53]
658,1444,"Lots of meetings.  I understand them, most of the time, and I understand the need for culture.  I do not have a good solution, but there are lots of meetings, and at times, it can feel difficult to remain ahead on work tasks.",lots of meetings i understand them most of the time and i understand the need for culture i do not have a good solution but there are lots of meetings and at times it can feel difficult to remain ahead on work tasks,[7]
659,1446,What technologies we choose for which purposes,what technologies we choose for which purposes,[6]
660,1448,It personally does not bother me but I wonder if the dress code needs to be loosened to 'smart casual'. I know that is becoming extremely important to newer talent so I would not want something like that be what keeps them away from Chick-fil-A.,it personally does not bother me but i wonder if the dress code needs to be loosened to smart casual i know that is becoming extremely important to newer talent so i would not want something like that be what keeps them away from chick fil a,[2]
661,1451,WAAAAY too many priorities.,waaaay too many priorities,[4]
662,1454,"Timeline of decisions at organizational/departmental level. RPMs are important to Operators, but MAJOR changes are announced in Sept, then we are expected to focus totally on presenting to Operators for a month and then immediately be ready for changes to be effective 11/1.  That timing seems unwise.  Either announce changes 11/1 and make them effective 1/1, or announce them 8/1 to go live 9/15ish before RPMs.",timeline of decisions at organizational departmental level rpms are important to operators but major changes are announced in sept then we are expected to focus totally on presenting to operators for a month and then immediately be ready for changes to be effective that timing seems unwise either announce changes and make them effective or announce them to go live ish before rpms,[53 52]
663,1456,"I think we really need to listen to the main issues/concerns of the operators during this current season.  For example, if this season is focusing on team members and talent, we should focus on this and how to address this situation on top of capacity",i think we really need to listen to the main issues concerns of the operators during this current season for example if this season is focusing on team members and talent we should focus on this and how to address this situation on top of capacity,[53  2 54  4]
664,1457,"Decisions that are a 'win' for all audiences, i.e., Operator, Inc., Team Member, Guests.  The tension to balance these audiences perfectly in each decision at times can lead to delay and paralysis.  Not every decision can be a perfect 100% for all 4 audiences, and some scenarios require a more heavily weighted direction for a specific audience.",decisions that are a win for all audiences i e operator inc team member guests the tension to balance these audiences perfectly in each decision at times can lead to delay and paralysis not every decision can be a perfect for all audiences and some scenarios require a more heavily weighted direction for a specific audience,[53]
665,1458,Providing a career path for your team and not always looking to hire a senior level candidate outside the organization.,providing a career path for your team and not always looking to hire a senior level candidate outside the organization,[2 3]
666,1460,We need to improve at making timely decisions when it comes to long term restaurant strategies and secure senior leadership approvals.,we need to improve at making timely decisions when it comes to long term restaurant strategies and secure senior leadership approvals,[53]
667,1463,Ownership / division of labor between departments.,ownership division of labor between departments,[52]
668,1465,"Hiring decisions. Historically, the length of the process has always been a challenge but resulted in stellar and well-fitting talent being hired. Team members to candidate being considered used to be involved in peer hiring and now are completely excluded from the process. Oftentimes staff are hired without meeting any one actually doing the work of the role--they only meet with leadership who typically are not/have not done the day to day work of the role. This could result in unrealistic expectations of the new hire as they don't get opportunity to discuss the role with someone doing the role, and could result in negative impact to the chemistry of the team.",hiring decisions historically the length of the process has always been a challenge but resulted in stellar and well fitting talent being hired team members to candidate being considered used to be involved in peer hiring and now are completely excluded from the process oftentimes staff are hired without meeting any one actually doing the work of the role they only meet with leadership who typically are not have not done the day to day work of the role this could result in unrealistic expectations of the new hire as they don t get opportunity to discuss the role with someone doing the role and could result in negative impact to the chemistry of the team,[53  2]
669,1466,Resourcing and capacity for staff and Operators,resourcing and capacity for staff and operators,[53 54]
670,1469,Technology,technology,[6]
671,1472,"We assign work without well thought out planning nor resourcing. Extra funds and priority flagging, does not equate to good work.",we assign work without well thought out planning nor resourcing extra funds and priority flagging does not equate to good work,[4]
672,1473,Speed to market of new ideas,speed to market of new ideas,[13]
673,1474,Speed to delivery to restaurants - take to long to test things,speed to delivery to restaurants take to long to test things,[53 13]
674,1476,Consistency across restaurant opening strategies.  It is confusing to the customer,consistency across restaurant opening strategies it is confusing to the customer,[53]
675,1477,"Corporate/Departmental Structure - The decisions take too long and then when they are made, do not appear thought out. It seems that some corporate structure decisions are made based on the good or feelings of an individual rather than the good of the business and daily work. This has a negative affect on morale and causes burnout.",corporate departmental structure the decisions take too long and then when they are made do not appear thought out it seems that some corporate structure decisions are made based on the good or feelings of an individual rather than the good of the business and daily work this has a negative affect on morale and causes burnout,[52]
676,1479,Faster deployment of initiatives to support Operators.,faster deployment of initiatives to support operators,[53 13]
677,1480,People leader decisions,people leader decisions,[70]
678,1481,Correct allocation of headcount across the department.  We need to understand work in one department affects another department.  Projects that are cross departmental need the appropriate level of focus.,correct allocation of headcount across the department we need to understand work in one department affects another department projects that are cross departmental need the appropriate level of focus,[ 2 52]
679,1483,Promotion from within based on experience and demonstrated performance and not other factors that are not performance based.,promotion from within based on experience and demonstrated performance and not other factors that are not performance based,[3]
680,1484,We have room to improve around our process and how we communicate and stick to those paths. We loose a lot of efficiency when we deviate from those established channels and creates a lot of confusion and can create cascading/additional issues if not corrected.,we have room to improve around our process and how we communicate and stick to those paths we loose a lot of efficiency when we deviate from those established channels and creates a lot of confusion and can create cascading additional issues if not corrected,[8]
681,1485,"Decisions on when/how to communicate projects in test (not too early, not too late)",decisions on when how to communicate projects in test not too early not too late,[8]
682,1486,"Clarify who has the decision.  Chick-fil-A encourages consensus building. That is good, but it sometimes feels that there must be unanimous support before an initiative move forward. Sometime a group may be an input provider but feel they have veto power.  This slows down progress.",clarify who has the decision chick fil a encourages consensus building that is good but it sometimes feels that there must be unanimous support before an initiative move forward sometime a group may be an input provider but feel they have veto power this slows down progress,[13]
683,1487,"People - Chick-fil-A has done a great job choosing people. People, the character of those people, is the bedrock upon which all else is built. You have to be able to trust those people to make 1,000 decisions every day and you want those decisions to be based on good principles. Truett made the franchise fee so low in order to not loose a quality candidate over their financial strength. I am beginning to fear that our filter for people selection, specifically Support Center staff, is shifting to items like education and other factors that don't necessarily correlate with their character and the way in which they conduct themselves on a day to day basis for the decisions they make for the business. Let's make sure we continue hiring people of character who make good decisions for the right reasons.",people chick fil a has done a great job choosing people people the character of those people is the bedrock upon which all else is built you have to be able to trust those people to make decisions every day and you want those decisions to be based on good principles truett made the franchise fee so low in order to not loose a quality candidate over their financial strength i am beginning to fear that our filter for people selection specifically support center staff is shifting to items like education and other factors that don t necessarily correlate with their character and the way in which they conduct themselves on a day to day basis for the decisions they make for the business let s make sure we continue hiring people of character who make good decisions for the right reasons,[2]
684,1490,As the company grows we need to be comfortable with holding off making quick changes that have a drag on overall productivity.,as the company grows we need to be comfortable with holding off making quick changes that have a drag on overall productivity,[13 54]
685,1491,We need to improve decisions where we are looking for consensus or do not have a clear department or person who is accountable to the decision,we need to improve decisions where we are looking for consensus or do not have a clear department or person who is accountable to the decision,[52]
686,1499,"We need to better diversify our portfolio of vendors. We are too dedicated to one source vendors. Companies like Villa lighting, FCC, national sign, Miss America, etc. we are paying too much money and not getting competitive pricing for most of our vendors.",we need to better diversify our portfolio of vendors we are too dedicated to one source vendors companies like villa lighting fcc national sign miss america etc we are paying too much money and not getting competitive pricing for most of our vendors,[69]
687,1500,Decisions requiring approval from other departments takes time and prolongs the process.,decisions requiring approval from other departments takes time and prolongs the process,[52]
688,1502,"At a department or sub-team level: Stop setting goals for the sake of setting goals, then abandon them.",at a department or sub team level stop setting goals for the sake of setting goals then abandon them,[52]
689,1503,Operator selection process,operator selection process,[53]
690,1505,Proper staffing. Running too lean now but especially for future growth. .,proper staffing running too lean now but especially for future growth,[ 2 54]
691,1509,Fighting to keep the culture in areas that move away from our foundation.,fighting to keep the culture in areas that move away from our foundation,[7]
692,1510,"Decisions about technology.  We still lack basic tools to get work done effectively; particularly on the budgeting, committed costs, and cost tracking side.",decisions about technology we still lack basic tools to get work done effectively particularly on the budgeting committed costs and cost tracking side,[6]
693,1515,Headcount - gearing ratios for work - maintain a work/life balance,headcount gearing ratios for work maintain a work life balance,[2]
694,1516,"Having operations support for RELO projects.  Operators and team members are getting a brand new different restaurant and need help getting it set up just like a new store and operator.  With this program ramping up, we need to find the capacity to support this.",having operations support for relo projects operators and team members are getting a brand new different restaurant and need help getting it set up just like a new store and operator with this program ramping up we need to find the capacity to support this,[53 54]
695,1518,Technology improvement. Speed of decisions for technology that would improve efficiency.,technology improvement speed of decisions for technology that would improve efficiency,[13  6]
696,1519,The playground decisions have been horrendous on the new/relocation restaurant side.,the playground decisions have been horrendous on the new relocation restaurant side,[53]
697,1520,Technology,technology,[6]
698,1524,Alignment across departments.  Sometimes it feels like certain departments power ahead with their decisions/direction and expect other departments to fall in line with their vision.  Doesn't always feel like the big rocks across the major departments are always aligned.,alignment across departments sometimes it feels like certain departments power ahead with their decisions direction and expect other departments to fall in line with their vision doesn t always feel like the big rocks across the major departments are always aligned,[52]
699,1525,We need to move quicker with technology advancements.,we need to move quicker with technology advancements,[13  6]
700,1528,speed of service internally as it relates to decisions,speed of service internally as it relates to decisions,[13]
701,1531,I think Chickfila needs to be more agile and quick to make market level decisions instead of waiting for a chain wide decision.,i think chickfila needs to be more agile and quick to make market level decisions instead of waiting for a chain wide decision,[13]
702,1535,Quick decisions to help operators. I think the feel from the field is we are too slow to make decisions.,quick decisions to help operators i think the feel from the field is we are too slow to make decisions,[53 13]
703,1537,Change Management - giving People Leaders more freedom to discuss decisions with direct reports.,change management giving people leaders more freedom to discuss decisions with direct reports,[70]
704,1540,"Understanding that while moving faster might be a necessity, it does impact other things and can potentially have a negative impact on employees and operators.  The is key is finding the balance between moving fast and being efficient, intentional, thorough, and thinking things through.",understanding that while moving faster might be a necessity it does impact other things and can potentially have a negative impact on employees and operators the is key is finding the balance between moving fast and being efficient intentional thorough and thinking things through,[53 13]
705,1543,How quickly the business can actually make changes if they want to be successful (changes being too quick),how quickly the business can actually make changes if they want to be successful changes being too quick,[13]
706,1547,Operator Selection.  It still needs to be pushed down to the people on the ground that know the Operator(i.e. FOL).  More time could be spent training the FOLs how to do that by the people making the decisions today.   Operators feel like the people making those decisions are not close to the work.,operator selection it still needs to be pushed down to the people on the ground that know the operator i e fol more time could be spent training the fols how to do that by the people making the decisions today operators feel like the people making those decisions are not close to the work,[53]
707,1548,Those that create tension both with operators and staff.,those that create tension both with operators and staff,[53]
708,1550,CFA needs to make hiring decisions quicker.   When there is a need it should not take 9 months to just get someone hired.,cfa needs to make hiring decisions quicker when there is a need it should not take months to just get someone hired,[13  2]
709,1553,"Diversity, more black and brown people for representation at all levels of leadership.",diversity more black and brown people for representation at all levels of leadership,[69]
710,1554,Increasing efficiency and speed of decision making at the Department/Sub Team level (removing layers of approval),increasing efficiency and speed of decision making at the department sub team level removing layers of approval,[13 52]
711,1556,Ensuring staff at all levels are well equipped for change before the change is announced and immediately implemented.  Knowing what the plan is ahead of time would allow us to create cascading communication and preparation as it relates to our specific work.,ensuring staff at all levels are well equipped for change before the change is announced and immediately implemented knowing what the plan is ahead of time would allow us to create cascading communication and preparation as it relates to our specific work,[8]
712,1557,Length of time it can take to engage other teams / departments to support our work.  Sometimes it's a budget or resource issue.,length of time it can take to engage other teams departments to support our work sometimes it s a budget or resource issue,[52]
713,1558,Making strategic decisions that involve significant increases in workload quickly without adding the headcount to address the additional workload at the same speed as the budget is added.,making strategic decisions that involve significant increases in workload quickly without adding the headcount to address the additional workload at the same speed as the budget is added,[13  2]
714,1562,Spreading staff so thin in work that strategic priorities cannot be executed.,spreading staff so thin in work that strategic priorities cannot be executed,[4]
715,1563,"When there are folks are incapable of performing the requirements of their role or are not in the right seat on the bus, it is seemingly very hard to change that situation. I love that we care so deeply and we treat every single person with such high honor. However, at times, doing nothing in these situations can be to the detriment of the team, work, and can have a negative impact on the team's ability to serve Operators",when there are folks are incapable of performing the requirements of their role or are not in the right seat on the bus it is seemingly very hard to change that situation i love that we care so deeply and we treat every single person with such high honor however at times doing nothing in these situations can be to the detriment of the team work and can have a negative impact on the team s ability to serve operators,[53]
716,1564,"Caution in advancing leadership for the sake of ""diversity"" without consideration to experience, including culture experience.",caution in advancing leadership for the sake of diversity without consideration to experience including culture experience,[70  7 69]
717,1567,We need better decisions in how to address capacity issues in our stores.,we need better decisions in how to address capacity issues in our stores,[54]
718,1568,"Speed of improvement of systems and processes that are not ""shiny"" (restaurant production systems, restaurant IT systems, etc).",speed of improvement of systems and processes that are not shiny restaurant production systems restaurant it systems etc,[53 13]
719,1570,"Streamlining of technology - not more platforms but focus on connectivity of the right data to be considered, pushed/pulled amongst necessary platforms and readily available in context to inform wise decisions",streamlining of technology not more platforms but focus on connectivity of the right data to be considered pushed pulled amongst necessary platforms and readily available in context to inform wise decisions,[6]
720,1572,"The leveling system for promotion is related to the job, not the person.  It is difficult to promote if you are moved into newly developed positions often.",the leveling system for promotion is related to the job not the person it is difficult to promote if you are moved into newly developed positions often,[3]
721,1573,"People Leaders-Those that were ""grand-fathered"" in prior to TMS, might need more training or evaluation for the ""professional"" track. Crucial/uncomfortable conversations are often not had.",people leaders those that were grand fathered in prior to tms might need more training or evaluation for the professional track crucial uncomfortable conversations are often not had,[70]
722,1578,Talent - the process for individual growth seems to drag and has the reputation of holding up promotions and lateral moves,talent the process for individual growth seems to drag and has the reputation of holding up promotions and lateral moves,[ 2 54  3]
723,1587,Those involving cross-functional leadership.,those involving cross functional leadership,[70]
724,1588,Any decision that needs to happen quickly.,any decision that needs to happen quickly,[13]
725,1591,"1) CFA definitely needs to improve their hiring practices.  There's a mold management seems to look for: married, children, certain college, certain church, etc.  Just because someone may not fit that mold doesn't mean they can't do the job well.   Who's to say that someone who is single or a single parent couldn't do a job just as well?  If they don't fit the ""mold"", they will most likely never get the opportunity to prove they can do the job.",cfa definitely needs to improve their hiring practices there s a mold management seems to look for married children certain college certain church etc just because someone may not fit that mold doesn t mean they can t do the job well who s to say that someone who is single or a single parent couldn t do a job just as well if they don t fit the mold they will most likely never get the opportunity to prove they can do the job,[3]
726,1593,Deciding on common technology platforms that can integrate across the business and fulfill needs of different departments,deciding on common technology platforms that can integrate across the business and fulfill needs of different departments,[52  6]
727,1597,"staff-facing technology resources choices, planning, & support.  It is to be expected that any new software and/or process roll-out will not go smoothly.  95% of them have significant breaks and problems that take a long time (or never) to get addressed enough to bring the tool into actual, reliable functionality, resulting in significant loss of performance.",staff facing technology resources choices planning support it is to be expected that any new software and or process roll out will not go smoothly of them have significant breaks and problems that take a long time or never to get addressed enough to bring the tool into actual reliable functionality resulting in significant loss of performance,[6]
728,1598,"Technology!!!!!  Too much, too fast and right when you get familiar with a platform it suddenly changes to the ""next best thing"".  Lots of times it hasn't been well thought out because the end users were not included in the decision. On multiple occasopms. this has caused confusion and forces the decision makers to back track and fix what they forgot to ask the end user.",technology too much too fast and right when you get familiar with a platform it suddenly changes to the next best thing lots of times it hasn t been well thought out because the end users were not included in the decision on multiple occasopms this has caused confusion and forces the decision makers to back track and fix what they forgot to ask the end user,[13  6]
729,1607,Career paths for all. This can still be extremely vague.,career paths for all this can still be extremely vague,[3]
730,1608,"Technology - l've been in a lot of discovery sessions over the years and they often lead to nowhere. I've seen improvement here over the last year or two, but be careful not to research without implementing change as an outcome.",technology l ve been in a lot of discovery sessions over the years and they often lead to nowhere i ve seen improvement here over the last year or two but be careful not to research without implementing change as an outcome,[6]
731,1609,The business is changing quickly and sometimes I don't feel like we get the resources to keep up.,the business is changing quickly and sometimes i don t feel like we get the resources to keep up,[13]
732,1611,The speed in which the company makes decisions; it seems like the company prefers to test and test and think and think before implementing anything.,the speed in which the company makes decisions it seems like the company prefers to test and test and think and think before implementing anything,[13]
733,1612,Talent-whose being hired and promotion structure,talent whose being hired and promotion structure,[2 3]
734,1615,Collaboration across departments needs to improve. There is a lot of siloed work in this organization resulting in lack of awareness for staff which in turn can provide more ambiguity for the Operator.,collaboration across departments needs to improve there is a lot of siloed work in this organization resulting in lack of awareness for staff which in turn can provide more ambiguity for the operator,[53 52]
735,1616,"Adequate resources. I can only speak for our group but the volume of work has tripled over the past ~3years. However, the growth of the team has not been maintained at the same level as the amount of work. Not only has the volume of work grown but so to has the complexity of the work. In order to be successful we also need to make the right decision around how resources are brought on board or re-assigned.",adequate resources i can only speak for our group but the volume of work has tripled over the past years however the growth of the team has not been maintained at the same level as the amount of work not only has the volume of work grown but so to has the complexity of the work in order to be successful we also need to make the right decision around how resources are brought on board or re assigned,[ 2 54]
736,1618,"Decisions about what is best for the customer. We focus so much on the Operator that I feel like the customer takes a backseat many times, and that feels like a slippery slope.",decisions about what is best for the customer we focus so much on the operator that i feel like the customer takes a backseat many times and that feels like a slippery slope,[53]
737,1619,DEI and culture decisions,dei and culture decisions,[ 7 69]
738,1620,"While our Risk Management function has grown in recent years, it still feels like there are significant risks we largely ignore because they require infrastructure and funding that isn't necessarily growth-oriented. We continue to have a need to infuse risk assessment into decision-making at Chick-fil-A, where decisions and looks ahead tend to be very optimistic.",while our risk management function has grown in recent years it still feels like there are significant risks we largely ignore because they require infrastructure and funding that isn t necessarily growth oriented we continue to have a need to infuse risk assessment into decision making at chick fil a where decisions and looks ahead tend to be very optimistic,[54]
739,1621,Focus on/prioritize Staff resources,focus on prioritize staff resources,[4]
740,1624,Flexible resource/funding request fulfillment (i.e. When Staff are asked to do the jobs of multiple headcount and there is an opportunity to allocate additional budget or consulting support to help alleviate stress and work more effectively -- this process is painful and feels unequal across departments and sub-teams.),flexible resource funding request fulfillment i e when staff are asked to do the jobs of multiple headcount and there is an opportunity to allocate additional budget or consulting support to help alleviate stress and work more effectively this process is painful and feels unequal across departments and sub teams,[ 2 52]
741,1625,"as we become more cross-functional, Staff below the director level need more autonomy to make decisions quickly.",as we become more cross functional staff below the director level need more autonomy to make decisions quickly,[13]
742,1627,headcount,headcount,[2]
743,1629,"Too many initiatives that negatively impact Operators' capacity (and by extension, Staff's capacity).",too many initiatives that negatively impact operators capacity and by extension staff s capacity,[53 54]
744,1631,Headcount and people leader decisions.,headcount and people leader decisions,[ 2 70]
745,1632,"Prioritization of initiatives. We have our strategic bets, which is a great barometer for where everyone should focus their efforts; however, many times there are tests or work going on that pull on resources and make operations more challenging for Operators. Is there a way to list out all projects across the enterprise and determine which need to stop?",prioritization of initiatives we have our strategic bets which is a great barometer for where everyone should focus their efforts however many times there are tests or work going on that pull on resources and make operations more challenging for operators is there a way to list out all projects across the enterprise and determine which need to stop,[53  4]
746,1633,Investing in modern technology and processes. E.g. we are still have BlueJeans...,investing in modern technology and processes e g we are still have bluejeans,[6]
747,1634,New staffing process (very lengthy),new staffing process very lengthy,[2]
748,1636,There is a fair amount of misunderstanding amongst the broader team on how we arrive at role leveling decisions and internal promotion processes/considerations.  We can improve in this domain by being a bit more transparent.,there is a fair amount of misunderstanding amongst the broader team on how we arrive at role leveling decisions and internal promotion processes considerations we can improve in this domain by being a bit more transparent,[3]
749,1644,"Ownership of specific processes that combine multiple business facets.   (For instance the feedback loop between Customer Service, Receiving and the Supplier management team - This has a direct correlation to our financial bottom line)",ownership of specific processes that combine multiple business facets for instance the feedback loop between customer service receiving and the supplier management team this has a direct correlation to our financial bottom line,[53]
750,1650,#NAME?,name,[13 12]
751,1653,"Internal versus external (consultant) support for projects. The continued high level involvement of support from consultants enables some speed, but creates lots of hurdles, duplication of efforts, and communication challenges.",internal versus external consultant support for projects the continued high level involvement of support from consultants enables some speed but creates lots of hurdles duplication of efforts and communication challenges,[13  8]
752,1654,Continue to improve on structure of the business with continued growth,continue to improve on structure of the business with continued growth,[54]
753,1658,Identifying career paths - Helping employees to understand their role and evolution in the company.  Looking for talent from within.,identifying career paths helping employees to understand their role and evolution in the company looking for talent from within,[2 3]
754,1660,"Chick-fil-A Supply could improve on having more culture driven conversations or events. Though there is time for this in quarterly meetings, there could be more time (on a bi-weekly, or monthly basis) at a team level dedicated to talking about culture, talking about what's working well / what may need some improvement!",chick fil a supply could improve on having more culture driven conversations or events though there is time for this in quarterly meetings there could be more time on a bi weekly or monthly basis at a team level dedicated to talking about culture talking about what s working well what may need some improvement,[7]
755,1663,Prioritization of work.,prioritization of work,[4]
756,1665,"Sticking with a strategy. It's fine to change course, but realizing that it will take teams some time to adapt their research and analysis to this new course of action. I think decisions/strategy are changed, and we're expected to respond very quickly, sometimes to the detriment of the company.",sticking with a strategy it s fine to change course but realizing that it will take teams some time to adapt their research and analysis to this new course of action i think decisions strategy are changed and we re expected to respond very quickly sometimes to the detriment of the company,[13]
757,1670,Promotions,promotions,[3]
758,1674,"Aligning the priorities within the ""Make"" and ""Deliver"" value chain.",aligning the priorities within the make and deliver value chain,[4]
759,1676,Develop programs and training resources to foster growth and development across the staff,develop programs and training resources to foster growth and development across the staff,[54]
760,1677,"Hard boundaries/Compromise. We have to be clear if we want to establish clear boundaries of saying no to a process or procedure vs compromising to foster our partnered relationships. In addition, the proper discernment on which choice is most appropriate. We do not always align in this decision making process. Example: Freezer rotation.",hard boundaries compromise we have to be clear if we want to establish clear boundaries of saying no to a process or procedure vs compromising to foster our partnered relationships in addition the proper discernment on which choice is most appropriate we do not always align in this decision making process example freezer rotation,[12]
761,1688,Great at looking out for CFA in the future but sometimes at the cost of what we need to do now for Operators,great at looking out for cfa in the future but sometimes at the cost of what we need to do now for operators,[53]
762,1689,"Decisions that should occur in the department leading the work.  Sometimes, decisions are brought to Officers & Executive Committee that would have been more effectively decided by the experts of the work.",decisions that should occur in the department leading the work sometimes decisions are brought to officers executive committee that would have been more effectively decided by the experts of the work,[52]
763,1692,CFA could improve by minimizing how many people are involved with making low-level department decisions,cfa could improve by minimizing how many people are involved with making low level department decisions,[52]
764,1694,Hiring for ANY position. This includes the initial process of actually posting the position on either the internal or external portal. A leadership position was needed for our department and we knew the position was needed for over 1 year and the position has been approved since January of this year and yet it was only posted 2 weeks ago (the end of October). Just one of many examples of stalls in the hiring process that occur before we ever actually start to interview anyone. This is a huge burden not just on the poor person who has to take on double the work because they are waiting for another leader but for the multiple teams they are trying to juggle while waiting.,hiring for any position this includes the initial process of actually posting the position on either the internal or external portal a leadership position was needed for our department and we knew the position was needed for over year and the position has been approved since january of this year and yet it was only posted weeks ago the end of october just one of many examples of stalls in the hiring process that occur before we ever actually start to interview anyone this is a huge burden not just on the poor person who has to take on double the work because they are waiting for another leader but for the multiple teams they are trying to juggle while waiting,[70 52]
765,1697,I think technology enhancements need better communication to the restaurant level and how to effectively implement those resources.,i think technology enhancements need better communication to the restaurant level and how to effectively implement those resources,[53  6  8]
766,1698,Advancement opportunities for staff that consistently met expectations yearly,advancement opportunities for staff that consistently met expectations yearly,[3]
767,1703,"I believe more initiative could be taken in my department (HELP). As a company, we have many opportunities for development that will not apply to us. As Analyst 1's and 2's, our time is spent mostly answering phones. The little development time that we are awarded is not recognized by other departments. Example: many of us (including myself) have applied for other roles / gig assignments; we are constantly beat out by others who have ""more experience"". I was able to get the certification I needed for my prospective position, but the certification is not worth nearly as much as the experience.",i believe more initiative could be taken in my department help as a company we have many opportunities for development that will not apply to us as analyst s and s our time is spent mostly answering phones the little development time that we are awarded is not recognized by other departments example many of us including myself have applied for other roles gig assignments we are constantly beat out by others who have more experience i was able to get the certification i needed for my prospective position but the certification is not worth nearly as much as the experience,[52]
768,1707,"When there are improvements to be made, test faster and fail fast if needed",when there are improvements to be made test faster and fail fast if needed,[13]
769,1712,continued business growth,continued business growth,[54]
770,1716,Chick-fil-A could improve upon decisions regarding feeling of unity with other departments. HELP and other departments feel like extensions at times and do not feel fully included as staff.,chick fil a could improve upon decisions regarding feeling of unity with other departments help and other departments feel like extensions at times and do not feel fully included as staff,[52]
771,1721,Employee diversity,employee diversity,[69]
772,1727,"Budget and headcount decisions during the annual planning process.  Decisions seem to be crammed into a few key months after several months of discussions across the business.  The decisions have significant financial and operational impacts, but departments don't allow enough time for their leaders to effectively evaluate the ROIs.",budget and headcount decisions during the annual planning process decisions seem to be crammed into a few key months after several months of discussions across the business the decisions have significant financial and operational impacts but departments don t allow enough time for their leaders to effectively evaluate the rois,[ 2 52]
773,1728,"Clearly defining what success looks like in a decision, determining when is ""enough is good enough"" and identifying how much effort must be put forth before admitting the decision was not the best course of action and explore an alternative solutions.",clearly defining what success looks like in a decision determining when is enough is good enough and identifying how much effort must be put forth before admitting the decision was not the best course of action and explore an alternative solutions,[12]
774,1729,"Another opportunity area is being able to balance legacy decisions with the potential changes that are needed for continued growth and future results. On several occasions, I have witnessed a decision defaulting to the status quo because that's the way it has always been done. Keep in mind that, ""what got us here, won't get us there.""",another opportunity area is being able to balance legacy decisions with the potential changes that are needed for continued growth and future results on several occasions i have witnessed a decision defaulting to the status quo because that s the way it has always been done keep in mind that what got us here won t get us there,[54]
775,1737,Sometimes too much latitude is given to teams or individuals who are supposed to execute decisions and this leads to unnecessary delays - leadership should share all information and context to empower their reports to make decisions and execute.,sometimes too much latitude is given to teams or individuals who are supposed to execute decisions and this leads to unnecessary delays leadership should share all information and context to empower their reports to make decisions and execute,[70]
776,1741,Chick-fil-A leadership needs to improve on assisting staff with ensuring they are properly prepared for their role.,chick fil a leadership needs to improve on assisting staff with ensuring they are properly prepared for their role,[70]
