Id,Body,Tag
1304,"From a technology perspective, we can be better stewards by properly planning and coordinating the use of new technologies. Whether it be with setting more defined guidelines or being more firm on the decommissioning of legacy systems, it would simplify our overall environment.",6
1309,How we account for headcount and resources. The workload and amount of work we are being asked or expected to do for critical systems and processes while not getting headcount or resources to do it properly is really impacting us.,2
1311,"I would appreciate more transparency about our hiring process. On one hand, I keep hearing about teams that need more headcount or who are losing staff members. On the other hand, I also have heard numerous stories of people who have found it difficult to get hired. (Granted, we shouldn't hire just anybody.) Our team had a fantastic contractor who was trying to find a Staff role so that he could stay. He mentioned that he applied for 7 or 8 different positions here and none of them worked out.  In addition, I would like to be able to recommend positions to friends, but every time that I have checked the public portal for Corporate job listings in the last year, the page of entry-level positions has been empty (with maybe one or two exceptions for roles that are in a separate department). Sometimes it feels like we're only hiring senior-level employees.",2
1314,Staff personal growth and training,54
1315,"It does feel like many times, out of way too much caution, we tend to drag our feet on taking a stance on cultural matters. We watch what other companies are doing too long before changes are made (ie, vaccines).",7
1316,"How we work together. Lack of process creates inefficiencies, as we often do not follow standardized structures, do not apply common terms, and do not knowledge share technical information effectively across departments.",52
1318,Strategically how CFA Staff is used to stand up and/or support new entities and/or international growth.  Very unclear and seems to be handled by someone tasked to stand up an entity asking Staff to help on top of their full-time responsibilities.,54
1318,Strategically how CFA Staff is used to stand up and/or support new entities and/or international growth.  Very unclear and seems to be handled by someone tasked to stand up an entity asking Staff to help on top of their full-time responsibilities.,12
1319,It is difficult for me to think of improvement opportunities but I do acknowledge that gap expressed by Operators that they feel between their reality and the Support Center. I think we can invest a lot more to ensure Support Center staff are in alignment with Restaurants and that the partnership is at full capability.,53
1321,Hiring talent that may not want to relocate or live in Atlanta.,2
1326,How much resourcing to provide for International Restaurant Expansion.,53
1330,Speed of decision making.,13
1331,"CFA tends to hesitate too much when making decisions that require Staff to do things a certain way. My pre-pandemic example is technology: CFA likes to allow for several different options rather than encouraging a standard. Digital communication is one such example, letting people choose for themselves what to use instead of guiding Staff onto a single platform, leading to fragmentation. This seems to be changing recently though with the retirement of Bluejeans and its replacement of Zoom being communicated as being for external-only, but Slack is still being used heavily, Miro is now being used for collaboration, and Confluence is still for documentation. I can usually find all the information I need, but sometimes it takes a while to search each tool. The choice isn't necessarily a bad thing, but I think more clarity around what is preferred/recommended would be helpful at times. Where I've really seen this hesitancy around erring towards choice become problematic is regarding COVID-19 precautions. I'm not considering the implications for Restaurants as that's not an area I'm knowledgeable in and I know things become way more complicated for them, but as it relates to Support Center Staff in Atlanta, I've been disappointed in the recent trend for CFA only to enforce the legally mandated minimums for protecting our Staff. Earlier this year when vaccines were just rolling out, I didn't necessarily expect that CFA would go the extra mile and take actions like providing vaccines on campus or at giving incentives for Staff to get vaccinated (granted, leadership did provide verbal encouragement). It's certainly not CFA's fault that reactions to medical advice have become politicized and I'm sure if we could've known at the time how things would play out, CFA would've been more proactive from the beginning. However, in that lull before the Delta variant when mask requirements began to be lifted, CFA's deference to ?choice led to the decision of putting Staff on the honor system regarding their vaccination status and not wear a mask if they were vaccinated. Had the guidance been followed as written, the medical advice around this was solid for what we knew at the time, and I know we like to think CFA Staff are responsible. But I know for a fact many people who were unvaccinated were going around campus without a mask. I worked closely on campus for weeks with someone who never wore a mask, so I assumed they were vaccinated, but they then came down with COVID and later confessed they weren't. Was that person's choice worth the risk they put on me, other Staff, and all of our families? By avoiding making a tough decision earlier, CFA?albeit along with almost every other company and government?is now in a difficult place where the inertia of choice has picked up steam and it's difficult to change course. During the last Atrium Talk where Libby and Cliff shared that pending federal requirements would mean CFA would start recording vaccination statuses and require the unvaccinated to get tested regularly, I was extremely disappointed to see Staff commenting horrible things in reaction in the chat. Now that those regulations are in limbo, CFA appears to be backing off to whatever the new legally mandated minimum requirements will be, which I don't think should be CFA's approach to caring for our Staff. I know medical decisions are difficult legally, but if CFA can decide to require Staff to come back to the office, we can also make the decision to go the extra mile and make sure everyone will feel safe.",6
1331,"CFA tends to hesitate too much when making decisions that require Staff to do things a certain way. My pre-pandemic example is technology: CFA likes to allow for several different options rather than encouraging a standard. Digital communication is one such example, letting people choose for themselves what to use instead of guiding Staff onto a single platform, leading to fragmentation. This seems to be changing recently though with the retirement of Bluejeans and its replacement of Zoom being communicated as being for external-only, but Slack is still being used heavily, Miro is now being used for collaboration, and Confluence is still for documentation. I can usually find all the information I need, but sometimes it takes a while to search each tool. The choice isn't necessarily a bad thing, but I think more clarity around what is preferred/recommended would be helpful at times. Where I've really seen this hesitancy around erring towards choice become problematic is regarding COVID-19 precautions. I'm not considering the implications for Restaurants as that's not an area I'm knowledgeable in and I know things become way more complicated for them, but as it relates to Support Center Staff in Atlanta, I've been disappointed in the recent trend for CFA only to enforce the legally mandated minimums for protecting our Staff. Earlier this year when vaccines were just rolling out, I didn't necessarily expect that CFA would go the extra mile and take actions like providing vaccines on campus or at giving incentives for Staff to get vaccinated (granted, leadership did provide verbal encouragement). It's certainly not CFA's fault that reactions to medical advice have become politicized and I'm sure if we could've known at the time how things would play out, CFA would've been more proactive from the beginning. However, in that lull before the Delta variant when mask requirements began to be lifted, CFA's deference to ?choice led to the decision of putting Staff on the honor system regarding their vaccination status and not wear a mask if they were vaccinated. Had the guidance been followed as written, the medical advice around this was solid for what we knew at the time, and I know we like to think CFA Staff are responsible. But I know for a fact many people who were unvaccinated were going around campus without a mask. I worked closely on campus for weeks with someone who never wore a mask, so I assumed they were vaccinated, but they then came down with COVID and later confessed they weren't. Was that person's choice worth the risk they put on me, other Staff, and all of our families? By avoiding making a tough decision earlier, CFA?albeit along with almost every other company and government?is now in a difficult place where the inertia of choice has picked up steam and it's difficult to change course. During the last Atrium Talk where Libby and Cliff shared that pending federal requirements would mean CFA would start recording vaccination statuses and require the unvaccinated to get tested regularly, I was extremely disappointed to see Staff commenting horrible things in reaction in the chat. Now that those regulations are in limbo, CFA appears to be backing off to whatever the new legally mandated minimum requirements will be, which I don't think should be CFA's approach to caring for our Staff. I know medical decisions are difficult legally, but if CFA can decide to require Staff to come back to the office, we can also make the decision to go the extra mile and make sure everyone will feel safe.",12
1331,"CFA tends to hesitate too much when making decisions that require Staff to do things a certain way. My pre-pandemic example is technology: CFA likes to allow for several different options rather than encouraging a standard. Digital communication is one such example, letting people choose for themselves what to use instead of guiding Staff onto a single platform, leading to fragmentation. This seems to be changing recently though with the retirement of Bluejeans and its replacement of Zoom being communicated as being for external-only, but Slack is still being used heavily, Miro is now being used for collaboration, and Confluence is still for documentation. I can usually find all the information I need, but sometimes it takes a while to search each tool. The choice isn't necessarily a bad thing, but I think more clarity around what is preferred/recommended would be helpful at times. Where I've really seen this hesitancy around erring towards choice become problematic is regarding COVID-19 precautions. I'm not considering the implications for Restaurants as that's not an area I'm knowledgeable in and I know things become way more complicated for them, but as it relates to Support Center Staff in Atlanta, I've been disappointed in the recent trend for CFA only to enforce the legally mandated minimums for protecting our Staff. Earlier this year when vaccines were just rolling out, I didn't necessarily expect that CFA would go the extra mile and take actions like providing vaccines on campus or at giving incentives for Staff to get vaccinated (granted, leadership did provide verbal encouragement). It's certainly not CFA's fault that reactions to medical advice have become politicized and I'm sure if we could've known at the time how things would play out, CFA would've been more proactive from the beginning. However, in that lull before the Delta variant when mask requirements began to be lifted, CFA's deference to ?choice led to the decision of putting Staff on the honor system regarding their vaccination status and not wear a mask if they were vaccinated. Had the guidance been followed as written, the medical advice around this was solid for what we knew at the time, and I know we like to think CFA Staff are responsible. But I know for a fact many people who were unvaccinated were going around campus without a mask. I worked closely on campus for weeks with someone who never wore a mask, so I assumed they were vaccinated, but they then came down with COVID and later confessed they weren't. Was that person's choice worth the risk they put on me, other Staff, and all of our families? By avoiding making a tough decision earlier, CFA?albeit along with almost every other company and government?is now in a difficult place where the inertia of choice has picked up steam and it's difficult to change course. During the last Atrium Talk where Libby and Cliff shared that pending federal requirements would mean CFA would start recording vaccination statuses and require the unvaccinated to get tested regularly, I was extremely disappointed to see Staff commenting horrible things in reaction in the chat. Now that those regulations are in limbo, CFA appears to be backing off to whatever the new legally mandated minimum requirements will be, which I don't think should be CFA's approach to caring for our Staff. I know medical decisions are difficult legally, but if CFA can decide to require Staff to come back to the office, we can also make the decision to go the extra mile and make sure everyone will feel safe.",8
1332,"While we generally hire high-quality people, I've noticed a trend of waning stewardship in newer staff when it comes to technology. There's an attitude of ""I want it and Chick-fil-A has the money"" where I feel like five years ago there was more of an attitude of saying ""do I REALLY need this?"" All of that to say, I feel like we need to be instilling stewardship into newer hires and reminding others of what stewardship really looks like.",2
1332,"While we generally hire high-quality people, I've noticed a trend of waning stewardship in newer staff when it comes to technology. There's an attitude of ""I want it and Chick-fil-A has the money"" where I feel like five years ago there was more of an attitude of saying ""do I REALLY need this?"" All of that to say, I feel like we need to be instilling stewardship into newer hires and reminding others of what stewardship really looks like.",6
1333,More detailed direction and action plan on department goals/projects. More visibility as to which teams are working on what specific tasks as they pertain to projects or overall strategy.,52
1334,I think our decision to deliver certain communications through Teams might need to be revamped.  There are a lot of alerts that comes through Teams which can be a distraction sometimes.,8
1335,"I think there is room for improvement in the way we make project planning decisions. (e.g. how decide which projects are approved or not for the coming year and which resources come with approved projects). The planning timeline is not very flexible. We begin planning early in the year for the following year, but a lot can happen in the second half of the year that could change or impact the priority of the plan for the following year.",4
1340,Rethink the Nepotism rule to allow family recommendations with great talent.,2
1341,"When making headcount decisions, sometimes the loudest voice or in this case the largest team gets more of the draw, when in reality, some of the sub teams not on the large team need more help than what is really told.",2
1342,"People. How talent is managed, handled, and moved. That is not to say that no improvements have been made over the years. They have. But I have experienced five people leader changes in my 10 years on staff and 3 of those 5 have been handled rather poorly when it comes to communicating the decision. I, as a direct report, felt kept in the dark and, at times, in limbo, knowing a change was coming but subjugated to a ""holding period"" before the announcement was made. In one case the transition process of changing my role took months. In another, I did not change roles, but my leader changed and I was in limbo for 2-3 weeks not knowing what changes were happening. This is unsettling and not considerate decision making.",2
1342,"People. How talent is managed, handled, and moved. That is not to say that no improvements have been made over the years. They have. But I have experienced five people leader changes in my 10 years on staff and 3 of those 5 have been handled rather poorly when it comes to communicating the decision. I, as a direct report, felt kept in the dark and, at times, in limbo, knowing a change was coming but subjugated to a ""holding period"" before the announcement was made. In one case the transition process of changing my role took months. In another, I did not change roles, but my leader changed and I was in limbo for 2-3 weeks not knowing what changes were happening. This is unsettling and not considerate decision making.",70
1342,"People. How talent is managed, handled, and moved. That is not to say that no improvements have been made over the years. They have. But I have experienced five people leader changes in my 10 years on staff and 3 of those 5 have been handled rather poorly when it comes to communicating the decision. I, as a direct report, felt kept in the dark and, at times, in limbo, knowing a change was coming but subjugated to a ""holding period"" before the announcement was made. In one case the transition process of changing my role took months. In another, I did not change roles, but my leader changed and I was in limbo for 2-3 weeks not knowing what changes were happening. This is unsettling and not considerate decision making.",8
1343,"People leadership decisions - just because someone has tenure or ""works hard"" does not mean they are capable or skilled in leading people.",70
1345,Enterprise mindset vs departmental silos.  We need better alignment around business processes that span the organization,52
1351,"Allowing non-DTT groups to onboard new technology companies/platforms/systems/products without engaging ANYONE within DTT, then dumping it on that department to somehow figure out how to support/maintain.  This is why there are multiple options for the same task, which is frustrating to the end user and a drain on resources.",6
1354,#NAME?,2
1354,#NAME?,54
1359,"Speed up decisions about organizational alignment (org structure). Some people will be unhappy about change -- that's okay. This is a business, and we need to best serve the business in the way our teams are aligned and incentivized. I'm talking specifically about Enterprise Analytics and DTT.",13
1361,"I think org structure is a source of tension and friction and does not align to meeting our business objectives. Or we are setting objectives that are too aggressive for our staffing. While I understand that Truett never wanted anyone to be idle, I don't know anyone who is close to being idle; it feels like we always have more work than we can get done, which can cause delays and less than optimal solutions. The tension is particularly acute between lines of business (e.g, Supply Chain, Financial Services) and shared departments (e.g., Enterprise Analytics and DTT).",2
1362,"CFA should improve on making clear decisions based on the company's values, rather than being 'CFA-nice' and trying to please everyone.  For example, it would help if more expectations were defined around the flexible future - how many days we are supposed to come in, whether employees are going to be required to come in on days that are not cornerstone days (cornerstone days do not seem to add up to 10 days per month).  I personally really enjoy coming into the Support Center, and joined CFA because of the strong in-person culture, so would appreciate some clarity around what to expect next year.",12
1362,"CFA should improve on making clear decisions based on the company's values, rather than being 'CFA-nice' and trying to please everyone.  For example, it would help if more expectations were defined around the flexible future - how many days we are supposed to come in, whether employees are going to be required to come in on days that are not cornerstone days (cornerstone days do not seem to add up to 10 days per month).  I personally really enjoy coming into the Support Center, and joined CFA because of the strong in-person culture, so would appreciate some clarity around what to expect next year.",7
1363,"open, broad channels of communication, starting from above when it comes to prioritizing work. Sometimes it feels like teams are working in silos and encouragement from leadership would help improve team connectivity",4
1363,"open, broad channels of communication, starting from above when it comes to prioritizing work. Sometimes it feels like teams are working in silos and encouragement from leadership would help improve team connectivity",8
1366,"In the new Talent Management system, employees are competing with internal and external candidates alike. With very little transparent feedback given to candidates who are not selected for an internal move, Staff are left confused. As if the Talent Management system is a conspiracy and a mystery to most. Staff who have been at CFA for a long time are not equipped to compete in this way. Staff need resume writing assistance and interview skill training.",2
1370,"I think we may be slow to decide and adopt on a new technology. There is certainly benefits in being slow to adopt a new technology as it helps us to be careful when choosing the right technology and it allows us to watch other companies to monitor and to learn from. However, it may set us back from being ahead in innovation and capitalizing on a disrupter in the business that may benefit us early.",13
1370,"I think we may be slow to decide and adopt on a new technology. There is certainly benefits in being slow to adopt a new technology as it helps us to be careful when choosing the right technology and it allows us to watch other companies to monitor and to learn from. However, it may set us back from being ahead in innovation and capitalizing on a disrupter in the business that may benefit us early.",6
1372,Project Initiatives must be communicated more thoroughly,8
1374,How fast should Chick-fil-A grow to accommodate both customers and Staff/Operators while keeping their core purposes,53
1374,How fast should Chick-fil-A grow to accommodate both customers and Staff/Operators while keeping their core purposes,13
1374,How fast should Chick-fil-A grow to accommodate both customers and Staff/Operators while keeping their core purposes,54
1375,"Too conservative and slow on changing workplace culture - needs to adapt to be competitive. E.g. remote work, dress code.",13
1375,"Too conservative and slow on changing workplace culture - needs to adapt to be competitive. E.g. remote work, dress code.",7
1376,Organizational alignment - ensuring teams/departments are aligned across the business on strategic priorities and execution strategy of those priorities,52
1376,Organizational alignment - ensuring teams/departments are aligned across the business on strategic priorities and execution strategy of those priorities,4
1377,How to prioritize or better separate competing initiatives. A lot of inefficiency surfaces when strategic bets (or previously big moves) go up against each other needing the resources at the same time.,4
1379,"It's not really the decisions themselves, it's what we do after the decision has been made.  Such as starting a new Entity, (BCF or LBM), or building the new parking deck/office.  Those were awesome decisions. Leadership understandably wants to implement quickly. However, these projects can be fundamentally different than our core business, with many unknowns and uncharted territory.  More time should be spent on requirements gathering and planning before proceeding to the build phase. Trying to build a new vertical line of business while discovering the requirements has been equated to ""trying to change the tires on your car while driving it.""  In this mode of ""going fast"" real-time learning, we tend to miss a lot trying to get to MVP, underestimating work and costs, and create a lot of ""debt"" in things that needs to be shored up post-project.",13
1381,"I will always remain baffled why a company that aspires to ""care"" refuses to take a clear stand for the LGBTQ+ community that they have alienated. Being an Atlanta-based company, there is such an amazing opportunity to be a model for the entire country on what it looks like to have traditional southern faith roots while also fully embracing and engaging the LGBTQ+ community that is so engaged in this city.   I am ashamed to tell certain loved ones that I work here, as I receive judgments on my own character because of the values the brand reflects. I know a growing population of this next generation that refuses to eat CFA on principle. I am sure the brand and revenue will be fine as long as it stays passively avoiding the important national topics while privately pandering to its conservative evangelical base.  I guess I am just sad for all that it could be if it were a braver company. Can you even imagine CFA partnering with ATL pride week?  Our clean white and red branding with a little rainbow flag?  The CFA logo in rainbow against our white background?  They could revolutionize their brand and bring it into the 21st century.  I do believe the Cathy family wants to be a global brand but wants to runs like a small Christian business, and I think they should probably just pick a side.",12
1381,"I will always remain baffled why a company that aspires to ""care"" refuses to take a clear stand for the LGBTQ+ community that they have alienated. Being an Atlanta-based company, there is such an amazing opportunity to be a model for the entire country on what it looks like to have traditional southern faith roots while also fully embracing and engaging the LGBTQ+ community that is so engaged in this city.   I am ashamed to tell certain loved ones that I work here, as I receive judgments on my own character because of the values the brand reflects. I know a growing population of this next generation that refuses to eat CFA on principle. I am sure the brand and revenue will be fine as long as it stays passively avoiding the important national topics while privately pandering to its conservative evangelical base.  I guess I am just sad for all that it could be if it were a braver company. Can you even imagine CFA partnering with ATL pride week?  Our clean white and red branding with a little rainbow flag?  The CFA logo in rainbow against our white background?  They could revolutionize their brand and bring it into the 21st century.  I do believe the Cathy family wants to be a global brand but wants to runs like a small Christian business, and I think they should probably just pick a side.",69
1382,"Planning process is more about $ but doesnt always think about the time it takes to get the work done, especially when people are needed across multiple high priority projects",4
1384,"Prioritization work and resources for things like international expansion and Little Blue Menu vs. the core work of the organization (serving, improving, expanding the CFA brand).  Everything seems to be the #1 priority.",4
1385,Prioritization,4
1387,"Nepotism - it is tough to find talent, and we are excluding a potentially huge pool of great people because of nepotism.",2
1388,Move fast but not so fast that ramifications are not considered. Little Blue Menu seemed overly aggressive. Same with aspects of CFA Delivery. Innovation and New Ventures doing things on their own without identifying all partners who need to be involved.,13
1390,"One failure I have seen that has been corrected in DTT was a tendency for top leadership to give feedback to staff anonymously through people leaders, which robbed the staff of the opportunity to have a conversation and gain better understanding.  I have recently heard of this still happening in other areas of the business.",70
1393,"CFA is a growing company and I understand the lack of processes, but with respecting autonomy and working on standardizing best practices will help CFA leapfrog  with the growing needs of the business.",54
1394,"Who leads projects within departments (as an example, high-level initiatives that involve multiple departments such as supply chain). Much productivity is lost due to lack of clarity within the mid-high levels of these efforts",52
1394,"Who leads projects within departments (as an example, high-level initiatives that involve multiple departments such as supply chain). Much productivity is lost due to lack of clarity within the mid-high levels of these efforts",12
1395,"We do a poor job of moving quickly, roadmapping, understanding cross-cutting requirements, and sequencing work accordingly. There are too many cooks in the kitchen at the business level working in their own silo. They hire consultants to try to tell them how so many cooks can work together in the same kitchen. The consultants do their best, they come up with matrices of value chains, but even with all of that in place they struggle to make decisions because everything is effectively being done by committee instead of hierarchy. Strategic bet funding is creating sprawl in the organization of the departments, which creates more stakeholders for narrow slices of functionality, which inhibits quick decision making on cross-cutting concerns.",13
1398,Sometimes there is a gap in well-paced decisions between the broad initiatives and the tactical work. Chick-fil-A can be more clear and focused when executing decisions.,12
1402,"Prioritizing work within business units, there are many competing priorities",4
1404,Chick-fil-A's conservative staffing strategy limits the ability to have continuity of work as needs grow.,2
1404,Chick-fil-A's conservative staffing strategy limits the ability to have continuity of work as needs grow.,54
1406,"The whole planning process is terrible and super unclear. Then when a project doesn't get approved the department still wants to work on it. So, there are zero no's at CFA.",52
1406,"The whole planning process is terrible and super unclear. Then when a project doesn't get approved the department still wants to work on it. So, there are zero no's at CFA.",12
1407,"Better direction/standards from People Leaders. I severely lack direction from my People Leader. I think it is just her style, and I have grown a lot in my role because of it. But I also had no experience directly related to this role prior to filling it. She also rarely has any feedback to give me because she is so far removed from my work. I've had to rely on my colleagues for guidance. I think better standards for what is expected of People Leaders would help this situation.",70
1412,Speed of budgeting decisions,13
1413,Decisions that involve a degree of choice/preference in the eyes of Operators,53
1415,"Hiring decisions: Although CFA hires good people, and I trust the vetting process, it takes way too long to get the help that we need",2
1416,"Decisions that span multiple business areas. I am in DTT and a challenging dynamic I have experienced is that we are partnering with our peering in functional departments and are executing on the work based on their business requirements. However, that functional counterpart owns the Decision on the business requirements but may be slow in making these decisions. This dynamic creates many challenges on the DTT side.",13
1416,"Decisions that span multiple business areas. I am in DTT and a challenging dynamic I have experienced is that we are partnering with our peering in functional departments and are executing on the work based on their business requirements. However, that functional counterpart owns the Decision on the business requirements but may be slow in making these decisions. This dynamic creates many challenges on the DTT side.",52
1417,"Chick-fil-A has a hard time saying ""no"" to work that may run counter to priorities. People agree to go separate ways and pursue initiatives on their own which has heavy residual impact.",4
1419,Focus is a big one. There are a lot of priorities that different departments want which can lead to bottlenecks. Making the BEST decision and providing focus among a large number of good decisions is needed.,52
1419,Focus is a big one. There are a lot of priorities that different departments want which can lead to bottlenecks. Making the BEST decision and providing focus among a large number of good decisions is needed.,4
1420,Staffing/Career Development Decisions,2
1420,Staffing/Career Development Decisions,3
1429,"While Chick-fil-A is great on deciding on large moves, when it comes to decisions on executing those strategic moves, we do not do that well. We do not give enough time and often the right people are not being consulted. Very often we are having to drop everything because we are being pulled in late or priorities are shifting.",4
1430,"I sometimes feel like the project selecting decisions could improve. I think it's great that CFA is ambitious and pursue many ""what's next"" types of projects, but that can sometimes take the expense of maintaining any past projects (improving from short term to long term solutions) or having to prioritize one project over another (ex: Oracle Cloud and Puerto Rico projects from this year for FS and DTT teams).",4
1432,Faster / more efficient response from CFA identity / access for high priority requests.,13
1432,Faster / more efficient response from CFA identity / access for high priority requests.,4
1433,"Appearance guidelines - I do not believe the Support Center necessarily needs to align with the Restaurants in general. I think it could be more dress for your day. Additionally, I think restrictions on colored hair and business casual versus casual is a hindrance.",53
1437,"Considering alternative technologies, novel approaches, approvals, etc. can take too long.",6
1438,"Messaging and decisions around charitable giving.  We disappointed many of our core customers with decisions that seemed to be driven more by outside special interest groups, profit and expansion considerations than by our Corporate purpose that begins with glorifying God...",53
1444,"Lots of meetings.  I understand them, most of the time, and I understand the need for culture.  I do not have a good solution, but there are lots of meetings, and at times, it can feel difficult to remain ahead on work tasks.",7
1446,What technologies we choose for which purposes,6
1448,It personally does not bother me but I wonder if the dress code needs to be loosened to 'smart casual'. I know that is becoming extremely important to newer talent so I would not want something like that be what keeps them away from Chick-fil-A.,2
1451,WAAAAY too many priorities.,4
1454,"Timeline of decisions at organizational/departmental level. RPMs are important to Operators, but MAJOR changes are announced in Sept, then we are expected to focus totally on presenting to Operators for a month and then immediately be ready for changes to be effective 11/1.  That timing seems unwise.  Either announce changes 11/1 and make them effective 1/1, or announce them 8/1 to go live 9/15ish before RPMs.",53
1454,"Timeline of decisions at organizational/departmental level. RPMs are important to Operators, but MAJOR changes are announced in Sept, then we are expected to focus totally on presenting to Operators for a month and then immediately be ready for changes to be effective 11/1.  That timing seems unwise.  Either announce changes 11/1 and make them effective 1/1, or announce them 8/1 to go live 9/15ish before RPMs.",52
1456,"I think we really need to listen to the main issues/concerns of the operators during this current season.  For example, if this season is focusing on team members and talent, we should focus on this and how to address this situation on top of capacity",53
1456,"I think we really need to listen to the main issues/concerns of the operators during this current season.  For example, if this season is focusing on team members and talent, we should focus on this and how to address this situation on top of capacity",2
1456,"I think we really need to listen to the main issues/concerns of the operators during this current season.  For example, if this season is focusing on team members and talent, we should focus on this and how to address this situation on top of capacity",54
1456,"I think we really need to listen to the main issues/concerns of the operators during this current season.  For example, if this season is focusing on team members and talent, we should focus on this and how to address this situation on top of capacity",4
1457,"Decisions that are a 'win' for all audiences, i.e., Operator, Inc., Team Member, Guests.  The tension to balance these audiences perfectly in each decision at times can lead to delay and paralysis.  Not every decision can be a perfect 100% for all 4 audiences, and some scenarios require a more heavily weighted direction for a specific audience.",53
1458,Providing a career path for your team and not always looking to hire a senior level candidate outside the organization.,2
1458,Providing a career path for your team and not always looking to hire a senior level candidate outside the organization.,3
1460,We need to improve at making timely decisions when it comes to long term restaurant strategies and secure senior leadership approvals.,53
1463,Ownership / division of labor between departments.,52
1465,"Hiring decisions. Historically, the length of the process has always been a challenge but resulted in stellar and well-fitting talent being hired. Team members to candidate being considered used to be involved in peer hiring and now are completely excluded from the process. Oftentimes staff are hired without meeting any one actually doing the work of the role--they only meet with leadership who typically are not/have not done the day to day work of the role. This could result in unrealistic expectations of the new hire as they don't get opportunity to discuss the role with someone doing the role, and could result in negative impact to the chemistry of the team.",53
1465,"Hiring decisions. Historically, the length of the process has always been a challenge but resulted in stellar and well-fitting talent being hired. Team members to candidate being considered used to be involved in peer hiring and now are completely excluded from the process. Oftentimes staff are hired without meeting any one actually doing the work of the role--they only meet with leadership who typically are not/have not done the day to day work of the role. This could result in unrealistic expectations of the new hire as they don't get opportunity to discuss the role with someone doing the role, and could result in negative impact to the chemistry of the team.",2
1466,Resourcing and capacity for staff and Operators,53
1466,Resourcing and capacity for staff and Operators,54
1469,Technology,6
1472,"We assign work without well thought out planning nor resourcing. Extra funds and priority flagging, does not equate to good work.",4
1473,Speed to market of new ideas,13
1474,Speed to delivery to restaurants - take to long to test things,53
1474,Speed to delivery to restaurants - take to long to test things,13
1476,Consistency across restaurant opening strategies.  It is confusing to the customer,53
1477,"Corporate/Departmental Structure - The decisions take too long and then when they are made, do not appear thought out. It seems that some corporate structure decisions are made based on the good or feelings of an individual rather than the good of the business and daily work. This has a negative affect on morale and causes burnout.",52
1479,Faster deployment of initiatives to support Operators.,53
1479,Faster deployment of initiatives to support Operators.,13
1480,People leader decisions,70
1481,Correct allocation of headcount across the department.  We need to understand work in one department affects another department.  Projects that are cross departmental need the appropriate level of focus.,2
1481,Correct allocation of headcount across the department.  We need to understand work in one department affects another department.  Projects that are cross departmental need the appropriate level of focus.,52
1483,Promotion from within based on experience and demonstrated performance and not other factors that are not performance based.,3
1484,We have room to improve around our process and how we communicate and stick to those paths. We loose a lot of efficiency when we deviate from those established channels and creates a lot of confusion and can create cascading/additional issues if not corrected.,8
1485,"Decisions on when/how to communicate projects in test (not too early, not too late)",8
1486,"Clarify who has the decision.  Chick-fil-A encourages consensus building. That is good, but it sometimes feels that there must be unanimous support before an initiative move forward. Sometime a group may be an input provider but feel they have veto power.  This slows down progress.",13
1487,"People - Chick-fil-A has done a great job choosing people. People, the character of those people, is the bedrock upon which all else is built. You have to be able to trust those people to make 1,000 decisions every day and you want those decisions to be based on good principles. Truett made the franchise fee so low in order to not loose a quality candidate over their financial strength. I am beginning to fear that our filter for people selection, specifically Support Center staff, is shifting to items like education and other factors that don't necessarily correlate with their character and the way in which they conduct themselves on a day to day basis for the decisions they make for the business. Let's make sure we continue hiring people of character who make good decisions for the right reasons.",2
1490,As the company grows we need to be comfortable with holding off making quick changes that have a drag on overall productivity.,13
1490,As the company grows we need to be comfortable with holding off making quick changes that have a drag on overall productivity.,54
1491,We need to improve decisions where we are looking for consensus or do not have a clear department or person who is accountable to the decision,52
1499,"We need to better diversify our portfolio of vendors. We are too dedicated to one source vendors. Companies like Villa lighting, FCC, national sign, Miss America, etc. we are paying too much money and not getting competitive pricing for most of our vendors.",69
1500,Decisions requiring approval from other departments takes time and prolongs the process.,52
1502,"At a department or sub-team level: Stop setting goals for the sake of setting goals, then abandon them.",52
1503,Operator selection process,53
1505,Proper staffing. Running too lean now but especially for future growth. .,2
1505,Proper staffing. Running too lean now but especially for future growth. .,54
1509,Fighting to keep the culture in areas that move away from our foundation.,7
1510,"Decisions about technology.  We still lack basic tools to get work done effectively; particularly on the budgeting, committed costs, and cost tracking side.",6
1515,Headcount - gearing ratios for work - maintain a work/life balance,2
1516,"Having operations support for RELO projects.  Operators and team members are getting a brand new different restaurant and need help getting it set up just like a new store and operator.  With this program ramping up, we need to find the capacity to support this.",53
1516,"Having operations support for RELO projects.  Operators and team members are getting a brand new different restaurant and need help getting it set up just like a new store and operator.  With this program ramping up, we need to find the capacity to support this.",54
1518,Technology improvement. Speed of decisions for technology that would improve efficiency.,13
1518,Technology improvement. Speed of decisions for technology that would improve efficiency.,6
1519,The playground decisions have been horrendous on the new/relocation restaurant side.,53
1520,Technology,6
1524,Alignment across departments.  Sometimes it feels like certain departments power ahead with their decisions/direction and expect other departments to fall in line with their vision.  Doesn't always feel like the big rocks across the major departments are always aligned.,52
1525,We need to move quicker with technology advancements.,13
1525,We need to move quicker with technology advancements.,6
1528,speed of service internally as it relates to decisions,13
